Unnamed: 0.1,Unnamed: 0,restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
1206,1206,Calcutta North Indian Meals,Quick Bites,3.2,5,200,No,No,North Indian,Whitefield,Whitefield
1207,1207,Calcutta Victoria Chat House,Quick Bites,2.8,132,200,Yes,No,"Fast Food, Street Food",Kammanahalli,Banaswadi
1208,1208,Calicut Durbar,Quick Bites,3.8,57,500,Yes,No,"Arabian, North Indian",Koramangala 5th Block,Koramangala 7th Block
1209,1209,Calicut Mess House,Mess,3.2,5,250,No,No,Kerala,Whitefield,Whitefield
1210,1210,Calicut Restaurant,Casual Dining,3.9,171,450,Yes,No,"Kerala, South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
1211,1211,California Burrito,Food Court,3.3,9,400,No,No,"Mexican, Fast Food",Jayanagar,JP Nagar
1212,1212,Call A Cake,Delivery,3.6,41,500,Yes,No,Bakery,"Byresandra,Tavarekere,Madiwala",BTM
1213,1213,Calorie Express,Delivery,3.6,192,450,Yes,No,Healthy Food,Bannerghatta Road,BTM
1214,1214,Calvin's,Dessert Parlor,2.9,231,800,No,No,"Desserts, Italian, Pizza",Bannerghatta Road,JP Nagar
1215,1215,CAMP TANDOOR,Quick Bites,3.7,15,300,Yes,No,North Indian,Church Street,Ulsoor
1216,1216,Campus Juice Corner,Quick Bites,3.3,6,100,No,No,"Fast Food, Juices",JP Nagar,Kumaraswamy Layout
1217,1217,Candy Cake,Bakery,3.4,6,500,No,No,Bakery,"Byresandra,Tavarekere,Madiwala",BTM
1218,1218,Cane Crussh,Beverage Shop,2.8,40,100,Yes,No,Juices,"Byresandra,Tavarekere,Madiwala",BTM
1219,1219,Cane Recipes,Quick Bites,3.5,14,100,No,No,Juices,Bannerghatta Road,Bannerghatta Road
1220,1220,Cane-O-La,Quick Bites,3.8,61,100,Yes,No,Juices,Banashankari,Basavanagudi
1221,1221,Canopus Multicuisine Restaurant,Casual Dining,2.8,40,800,Yes,No,"North Indian, Seafood, Biryani, Chinese",Bellandur,Marathahalli
1222,1222,Canopy,Casual Dining,3,107,800,No,No,"North Indian, Continental, Chinese",Brigade Road,MG Road
1223,1223,Canopy Flavours,Cafe,2.6,49,450,No,No,"Cafe, Fast Food",HSR,HSR
1224,1224,Canton,Casual Dining,3.4,197,800,Yes,No,"Chinese, Seafood, Biryani",Jayanagar,Jayanagar
1225,1225,Caperberry,Fine Dining,4.6,1423,2200,No,Yes,"Spanish, Italian, Mediterranean, European, Salad",Brigade Road,Lavelle Road
1226,1226,Caprese - Shangri-La Hotel,Fine Dining,4.2,233,3000,No,Yes,Italian,Lavelle Road,Vasanth Nagar
1227,1227,Capri Gastrobar,"Bar, Casual Dining",4.3,284,1200,No,Yes,"Mediterranean, Italian, Asian",Brigade Road,St. Marks Road
1228,1228,Capsicum Family Restaurant,Casual Dining,3.8,254,800,Yes,No,"Biryani, North Indian",Bannerghatta Road,BTM
1229,1229,Captain Egg,Food Court,4.1,18,400,No,No,Fast Food,Whitefield,Whitefield
1230,1230,Caramel Shake,Beverage Shop,2.8,40,200,Yes,No,"Beverages, Juices, Ice Cream",Basavanagudi,BTM
1231,1231,Caramel Whitefield,"Dessert Parlor, Quick Bites",3.7,56,1000,No,No,"Desserts, Bakery",Whitefield,Whitefield
1232,1232,Caraway Kitchen - Conrad Bengaluru,Fine Dining,4.3,145,2800,No,Yes,"American, Continental, North Indian, South Indian",Indiranagar,Ulsoor
1233,1233,Carbon Cup,Quick Bites,3.5,12,400,Yes,No,"North Indian, Arabian, Fast Food, Chinese",Malleshwaram,New BEL Road
1234,1234,Cardamom Pods,Quick Bites,2.8,40,450,Yes,No,"North Indian, Chinese",Marathahalli,Marathahalli
1235,1235,Cariocake,Bakery,3.9,56,350,No,No,"Bakery, Desserts",Jayanagar,JP Nagar
1236,1236,Carlos Cake Cafe,Bakery,3.3,7,300,Yes,No,"Bakery, Desserts",Brookefield,Marathahalli
1237,1237,Carnatic,Casual Dining,4.1,193,1000,No,Yes,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",Residency Road,Church Street
1238,1238,Carnival Cakes & Breads,"Bakery, Quick Bites",3.5,49,200,No,No,"Bakery, Fast Food",HSR,HSR
1239,1239,Carnival de Goa,"Casual Dining, Bar",4.2,980,1000,Yes,Yes,"Goan, Mangalorean, Pizza",Brigade Road,Ulsoor
1240,1240,Carrots,Casual Dining,4.1,600,1100,Yes,Yes,"Italian, North Indian, Healthy Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
1241,1241,Casa De Goa,"Casual Dining, Pub",4.2,341,1400,Yes,Yes,"Goan, Mangalorean",Kalyan Nagar,Kalyan Nagar
1242,1242,Casa Express,Quick Bites,2.6,26,400,No,No,"Chinese, Italian",Brigade Road,Residency Road
1243,1243,Casa Piccosa,"Casual Dining, Bar",4.1,842,1100,Yes,Yes,"South American, Continental, Italian",Bannerghatta Road,JP Nagar
1244,1244,Casamia,Quick Bites,3.6,23,400,Yes,No,"Andhra, Kerala, South Indian",Malleshwaram,Yeshwantpur
1245,1245,Cashmere Nites,Casual Dining,3.5,74,600,Yes,No,Kashmiri,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
1246,1246,Casino Hotel,Casual Dining,3.9,343,500,Yes,No,"North Indian, Chinese",Malleshwaram,New BEL Road
1247,1247,Castle Rock,Casual Dining,3.6,172,700,Yes,No,"North Indian, Chinese",Banashankari,Uttarahalli
1248,1248,Catch-up-ino,Cafe,3.9,133,800,Yes,No,"Cafe, Fast Food, Continental, Chinese, Momos",Banashankari,Banashankari
1249,1249,Cauvery Fast Food,Quick Bites,3.2,4,150,No,No,Chinese,Koramangala 4th Block,Ejipura
1250,1250,Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111,600,No,No,"North Indian, Chinese",Bellandur,Marathahalli
1251,1251,Cauvery Punjabi Khana,Quick Bites,3.4,11,300,No,No,"North Indian, South Indian",Rajajinagar,Majestic
1252,1252,Cave N Dine,"Casual Dining, Bar",3.1,405,800,Yes,Yes,"North Indian, Chinese, Seafood",Rajajinagar,Basaveshwara Nagar
1253,1253,Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200,Yes,No,"North Indian, Thai, Chinese, Continental",Electronic City,Electronic City
1254,1254,Celebrations 365,Dessert Parlor,3.3,4,350,Yes,No,"Desserts, Ice Cream",Brookefield,Brookefield
1255,1255,Celeste's Kitchen,Delivery,3.3,5,400,No,No,"Chinese, Fast Food, North Indian",Indiranagar,Domlur
1256,1256,Central Cafe,"Beverage Shop, Quick Bites",3.2,4,300,Yes,No,"Beverages, Fast Food",Marathahalli,Marathahalli
1257,1257,Central Jail Restaurant,Casual Dining,3.7,420,700,Yes,No,"Andhra, Seafood, North Indian, Chinese",Jayanagar,Jayanagar
1258,1258,CHAAI BEE,"Beverage Shop, Quick Bites",3.5,8,250,No,No,"Beverages, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
1259,1259,Chaai Resto,Beverage Shop,2.7,16,300,No,No,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1260,1260,Chaarcoal,Casual Dining,4,444,1200,Yes,No,North Indian,Bellandur,Bellandur
1261,1261,Chaat Bazaar,Quick Bites,3.7,34,300,Yes,No,Street Food,Brookefield,Whitefield
1262,1262,Chaat Central,Food Court,3.3,4,300,Yes,No,"Street Food, North Indian",Bannerghatta Road,Bannerghatta Road
1263,1263,Chaat Chatore,Quick Bites,3.1,5,300,No,No,Fast Food,Bannerghatta Road,Bannerghatta Road
1264,1264,Chaat Express,Quick Bites,3.4,15,200,Yes,No,"Fast Food, North Indian",Sarjapur Road,HSR
1265,1265,Chaat Junction,Quick Bites,3.6,12,200,No,No,"Street Food, North Indian, Fast Food",Brookefield,Whitefield
1266,1266,Chaat Lounge,"Food Court, Quick Bites",3,16,300,Yes,No,"North Indian, Street Food",Malleshwaram,Yeshwantpur
1267,1267,Chaat Street,Kiosk,3.9,293,250,Yes,No,"Street Food, North Indian",Koramangala 5th Block,Koramangala 6th Block
1268,1268,Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300,Yes,Yes,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",HSR,HSR
1269,1269,Chaatimes,Quick Bites,3.4,8,200,Yes,No,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road
1270,1270,CHAATter Box,Quick Bites,3.4,9,250,Yes,No,"South Indian, Chinese, North Indian",JP Nagar,Kumaraswamy Layout
1271,1271,Chaavadi,Casual Dining,3.7,38,750,No,No,"North Indian, Biryani, Seafood, Chinese, Mangalorean",Indiranagar,Indiranagar
1272,1272,Cha-Cha Cha-Chi,Quick Bites,3.3,4,100,No,No,"Fast Food, Beverages",HSR,HSR
1273,1273,Chacha Ka Dhaba,Quick Bites,2.8,40,400,No,No,"North Indian, Chinese",Brookefield,Whitefield
1274,1274,Chackochi Mess,Mess,3.3,6,250,No,No,"Kerala, South Indian",HSR,Bommanahalli
1275,1275,Chai & Kadi,Quick Bites,3.8,30,200,No,No,South Indian,Indiranagar,Indiranagar
1276,1276,Chai Cafe,Cafe,3.9,49,200,No,No,Cafe,Indiranagar,Indiranagar
1277,1277,Chai Central,"Quick Bites, Beverage Shop",3.2,10,200,Yes,No,"Tea, Fast Food",Frazer Town,RT Nagar
1278,1278,Chai Chowk,Quick Bites,3.8,81,200,No,No,"Chinese, Fast Food",Koramangala 6th Block,Koramangala 7th Block
1279,1279,Chai Culture,Beverage Shop,3.6,8,200,Yes,No,Beverages,Basavanagudi,Jayanagar
1280,1280,Chai Darbaar,Quick Bites,3.1,7,300,Yes,No,"North Indian, Chinese, Fast Food",Marathahalli,Marathahalli
1281,1281,Chai Days,Cafe,4.4,105,200,Yes,No,"Cafe, Tea, Beverages, Fast Food",Indiranagar,Indiranagar
1282,1282,Chai Galli,Cafe,4.1,825,300,Yes,No,"Cafe, Street Food",Marathahalli,Brookefield
1283,1283,Chai Kada,"Beverage Shop, Quick Bites",3.6,10,,No,No,"Beverages, Fast Food",Kammanahalli,Kalyan Nagar
1284,1284,Chai Ki Tapri,Cafe,3.7,16,250,No,No,Cafe,Brigade Road,MG Road
1285,1285,Chai Kraft,Beverage Shop,4.1,30,100,Yes,No,"Beverages, Tea",Banashankari,Jayanagar
1286,1286,Chai Makhan,Quick Bites,,40,300,No,No,"North Indian, Chinese, South Indian",Koramangala 6th Block,BTM
1287,1287,Chai Makhani,Beverage Shop,3.5,11,100,Yes,No,"Beverages, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1288,1288,Chai Mane,"Beverage Shop, Quick Bites",3.2,6,100,No,No,"Beverages, Sandwich",Basavanagudi,Basavanagudi
1289,1289,Chai Mania,Cafe,2.8,67,300,Yes,No,"Cafe, Tea, Beverages",Brookefield,Marathahalli
1290,1290,Chai Masthi,Quick Bites,3.4,9,200,Yes,No,"Fast Food, Lebanese",Indiranagar,Domlur
1291,1291,Chai Point,Beverage Shop,3.8,94,250,Yes,No,"Fast Food, Beverages",Marathahalli,Marathahalli
1292,1292,Chai Resto,Quick Bites,3.3,5,200,No,No,"Fast Food, Tea",Indiranagar,Jeevan Bhima Nagar
1293,1293,Chai Street,Beverage Shop,3.2,5,150,Yes,No,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1294,1294,Chai World,Quick Bites,3.5,18,300,Yes,No,"Tea, Beverages, Sandwich, Fast Food",Bellandur,Sarjapur Road
1295,1295,Chaipatty,Cafe,3,1275,,No,No,Cafe,Old Airport Road,Indiranagar
1296,1296,Chaitanya Cafe,Quick Bites,3.9,92,300,Yes,No,"South Indian, North Indian, Fast Food",Bannerghatta Road,JP Nagar
1297,1297,Chaitanya Grand,Quick Bites,3.6,11,300,No,No,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
1298,1298,Chaitanya Veg,Quick Bites,3.2,5,300,Yes,No,South Indian,Brigade Road,Shivajinagar
1299,1299,Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600,No,No,"Andhra, North Indian, Chinese",Brigade Road,Cunningham Road
1300,1300,Chaithanya Delicacy,Casual Dining,3.7,52,550,No,No,"North Indian, South Indian, Chinese",Brigade Road,Richmond Road
1301,1301,Chaithanya Veg,Quick Bites,3.7,38,200,No,No,"South Indian, North Indian, Chinese",Indiranagar,Indiranagar
1302,1302,Chaithanya Xpress,Quick Bites,3.6,12,300,No,No,"South Indian, North Indian",Indiranagar,Indiranagar
1303,1303,Chaitra Restaurant,Quick Bites,3.7,35,700,Yes,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar
1304,1304,Chaiwala,Quick Bites,3.1,53,100,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1305,1305,Chaiywaala Da Dhaba,Cafe,3.7,67,250,Yes,No,"Cafe, Tea",New BEL Road,New BEL Road
1306,1306,Chakh Le Foods,Casual Dining,3.4,257,500,Yes,Yes,"North Indian, Mughlai, Bengali, Chinese",Indiranagar,Jeevan Bhima Nagar
1307,1307,Chakh Le India,Quick Bites,3.1,92,300,Yes,No,"North Indian, Chinese, Rolls",Brookefield,Marathahalli
1308,1308,Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94,400,Yes,No,"Fast Food, Rolls",Old Airport Road,Indiranagar
1309,1309,Chalo Delhi Darbaar,Quick Bites,,40,400,No,No,"North Indian, Mughlai, Chinese",Koramangala 6th Block,Ejipura
1310,1310,Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13,200,No,No,"South Indian, Biryani",Basavanagudi,Basavanagudi
1311,1311,Champaran Spice,Quick Bites,3.4,5,400,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
1312,1312,Chamrajpet Chats And Juice Corner,Quick Bites,2.8,40,150,No,No,Fast Food,Basavanagudi,Basavanagudi
1313,1313,Chamrajpet Kabab Junction,Quick Bites,3.2,4,250,No,No,"North Indian, Mughlai",Basavanagudi,Basavanagudi
1314,1314,Chandni Chowk 2 Bangalore,Quick Bites,4.2,241,400,Yes,No,"North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar
1315,1315,Chandrappa Hotel,Quick Bites,4.2,253,450,Yes,No,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
1316,1316,Chandrika Tiffins,"Takeaway, Delivery",4,87,300,Yes,No,"North Indian, Street Food",Whitefield,Whitefield
1317,1317,Chandrima's Kitchen,"Takeaway, Delivery",3.7,38,400,Yes,No,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road
1318,1318,Chandu Dhaba,Quick Bites,3.8,40,250,No,No,"Street Food, Chinese, Fast Food",HSR,HSR
1319,1319,Chandus Delux,Casual Dining,3.9,81,600,Yes,No,"South Indian, North Indian, Seafood, Chinese",Malleshwaram,Malleshwaram
1320,1320,Chandus Hotel,Quick Bites,3,12,200,No,No,South Indian,Rajajinagar,Basaveshwara Nagar
1321,1321,Chantilly,"Cafe, Bakery",4.1,114,450,Yes,No,"Cafe, Bakery",Indiranagar,Indiranagar
1322,1322,Chapati House,Quick Bites,3.9,33,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Ejipura
1323,1323,Chapter One Bar | Maiin,"Bar, Casual Dining",4.2,997,1400,No,Yes,"Continental, Italian, North Indian",New BEL Road,New BEL Road
1324,1324,Charcoal Eats,Quick Bites,4,54,500,Yes,No,"Mughlai, Biryani, Fast Food",HSR,HSR
1325,1325,C-harge by Chefkraft,Cafe,3.4,7,600,No,No,"Cafe, Continental",Indiranagar,Indiranagar
1326,1326,Charlee's Chicken,Quick Bites,3.2,34,300,Yes,No,"Rolls, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road
1327,1327,Charlie Fast Food & Restaurant,Quick Bites,2.8,40,300,No,No,"Chinese, Fast Food",Malleshwaram,Rajajinagar
1328,1328,Charminar Kabab Paradise,Casual Dining,4,104,500,Yes,No,"North Indian, Chinese, Mughlai, Kebab",Brigade Road,Frazer Town
1329,1329,Chashni Sweets,Sweet Shop,3.4,8,200,No,No,"Mithai, Street Food",Brookefield,Whitefield
1330,1330,Chaska Box,"Takeaway, Delivery",3.3,4,1400,No,No,"Bakery, Desserts",Sarjapur Road,Sarjapur Road
1331,1331,Chaska Bun,Quick Bites,4.2,166,300,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1332,1332,Chatar Patar,Quick Bites,3.6,65,300,No,No,"Fast Food, Street Food",Jayanagar,Banashankari
1333,1333,Chatora,Quick Bites,3.5,108,300,Yes,No,"North Indian, Fast Food, Street Food",Brookefield,Marathahalli
1334,1334,Chatora Singh,Quick Bites,3.9,44,200,Yes,No,"North Indian, Fast Food",Old Airport Road,Old Airport Road
1335,1335,Chatorezz,Quick Bites,3.6,26,250,Yes,No,"North Indian, Chinese",Bellandur,Marathahalli
1336,1336,Chatori Gali,Casual Dining,2.9,51,600,No,No,"North Indian, Street Food",Bannerghatta Road,JP Nagar
1337,1337,Chatori Tongue,Quick Bites,3.9,65,100,Yes,No,Street Food,Sarjapur Road,Sarjapur Road
1338,1338,Chatorr,Quick Bites,2.9,78,400,No,No,"Fast Food, Street Food",Bellandur,Bellandur
1339,1339,Chatpata,Food Court,3.2,4,500,No,No,Street Food,Brookefield,Brookefield
1340,1340,Chatpata Chaat Station,Quick Bites,3.5,19,500,No,No,"North Indian, Street Food, Chinese",Marathahalli,Marathahalli
1341,1341,Chatpata India,Food Court,3.9,40,400,Yes,No,North Indian,Brookefield,Whitefield
1342,1342,Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200,Yes,No,"Street Food, Mithai, North Indian, Beverages, Desserts",Whitefield,Marathahalli
1343,1343,Chats Point,Quick Bites,3.4,8,150,Yes,No,"Fast Food, Street Food",Banashankari,Basavanagudi
1344,1344,Chattar Mattar,Quick Bites,3.5,11,150,No,No,"North Indian, Chinese",HSR,HSR
1345,1345,Chatter Platter,Quick Bites,3.4,29,300,Yes,No,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM
1346,1346,Chattorey - The Family Restaurant,Casual Dining,3.4,37,400,No,No,"North Indian, Chinese",Brookefield,Marathahalli
1347,1347,Chavadi,"Casual Dining, Bar",4.4,2233,1200,Yes,Yes,"Continental, North Indian, Pizza, Italian",Bannerghatta Road,Bannerghatta Road
1348,1348,Chawla's 2 Online.com,Delivery,3.5,5,800,Yes,No,North Indian,Bannerghatta Road,JP Nagar
1349,1349,Checkered Bar - MGM Mark,Lounge,3.6,19,1300,No,No,"North Indian, Continental, Chinese",Brookefield,Whitefield
1350,1350,Checkpost,Casual Dining,4,960,600,Yes,No,"South Indian, Seafood, North Indian, Beverages",Jayanagar,JP Nagar
1351,1351,Cheers Life,Kiosk,3.4,4,300,No,No,"Beverages, Juices",Whitefield,"Varthur Main Road, Whitefield"
1352,1352,Cheers Pub Bar & Restro,"Pub, Bar",2.8,40,1100,No,Yes,"Continental, Finger Food, Pizza, North Indian, Bar Food",Koramangala 4th Block,Koramangala 4th Block
1353,1353,Cheesecake Alley,Bakery,3.1,8,400,No,No,"Bakery, Desserts",HSR,HSR
1354,1354,Cheesiano Pizza,Quick Bites,4,199,700,Yes,Yes,"Pizza, Italian",Bannerghatta Road,JP Nagar
1355,1355,Cheesy Juicy Burgers,Quick Bites,3.8,18,500,Yes,No,"Burger, Fast Food",HSR,HSR
1356,1356,Chef & Dine,Casual Dining,3.2,57,650,Yes,No,"North Indian, Arabian, Fast Food",Bannerghatta Road,Bannerghatta Road
1357,1357,Chef Baker's,Bakery,2.9,36,600,Yes,No,"Bakery, Fast Food, Pizza, Burger, Cafe",Kalyan Nagar,Nagawara
1358,1358,Chef Delicacies,"Takeaway, Delivery",2.7,6,400,Yes,No,"Kebab, Rolls, Charcoal Chicken",Brookefield,"Varthur Main Road, Whitefield"
1359,1359,Chef Fast Food,Quick Bites,3.1,26,300,Yes,No,"Fast Food, North Indian, South Indian",Indiranagar,Old Airport Road
1360,1360,Chef Genie,Delivery,2.8,40,500,Yes,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",HSR
1361,1361,Chef in,Casual Dining,3.6,198,500,No,No,"Biryani, North Indian, Chinese",Marathahalli,Brookefield
1362,1362,Chef Inn Regency,"Casual Dining, Bar",3.3,4,,No,No,"North Indian, Chinese, Andhra, Mangalorean",Old Airport Road,Domlur
1363,1363,Chef Kitchen,Quick Bites,3.7,19,200,Yes,No,"North Indian, Biryani, Charcoal Chicken",New BEL Road,New BEL Road
1364,1364,Chef Master,Quick Bites,3.8,75,300,Yes,No,"Kerala, North Indian, Chinese",Basavanagudi,Jayanagar
1365,1365,Chefactory Gold by Flechazo,Casual Dining,3.7,353,700,Yes,No,"North Indian, Biryani",Brookefield,Whitefield
1366,1366,Chefeana,Quick Bites,4,212,400,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
1367,1367,Chefie,Quick Bites,3.8,37,200,Yes,No,"Continental, Fast Food, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1368,1368,Chefkraft,"Takeaway, Delivery",3.9,145,800,No,No,"Continental, Fast Food, Salad",Indiranagar,Indiranagar
1369,1369,Chef's Bank,Casual Dining,3.4,19,700,Yes,No,"North Indian, Chinese",Malleshwaram,Yeshwantpur
1370,1370,Chef's Cap Chinese Cuisine Restaurant,Quick Bites,3.9,30,400,Yes,No,Chinese,Indiranagar,Old Airport Road
1371,1371,Chef's Gallery,Casual Dining,3.5,95,700,No,No,"Chinese, Italian, North Indian",Bellandur,Bellandur
1372,1372,Chellappa's,Casual Dining,3.2,115,500,Yes,No,"Chettinad, South Indian, North Indian",Marathahalli,Kaggadasapura
1373,1373,Chels Cafe,Cafe,3.5,20,500,Yes,No,"Cafe, Burger",Brigade Road,Cunningham Road
1374,1374,Cheta's Kitchen,Quick Bites,3.9,78,350,Yes,No,"Kerala, South Indian, Seafood",New BEL Road,Yelahanka
1375,1375,Chettayees,Quick Bites,3.4,147,400,Yes,No,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
1376,1376,Chettinad Food House,Quick Bites,3.1,7,300,No,No,"South Indian, Chettinad, North Indian","Byresandra,Tavarekere,Madiwala",BTM
1377,1377,Chetty's Coffee,Quick Bites,3.5,87,150,No,No,South Indian,Kalyan Nagar,Kalyan Nagar
1378,1378,Chetty's Corner,Quick Bites,3.4,26,150,Yes,No,"Fast Food, Burger",Malleshwaram,Rajajinagar
1379,1379,Chez Mariannick,Casual Dining,4.1,395,1000,No,No,"French, Pizza, Bakery",Brookefield,Whitefield
1380,1380,Chez Nous - Novotel,Lounge,3.9,125,2500,No,Yes,"European, French, North Indian",Bellandur,Marathahalli
1381,1381,Chianti,Casual Dining,4.4,280,1500,No,Yes,Italian,Church Street,MG Road
1382,1382,Chichaba's Taj,Casual Dining,3.8,289,600,Yes,No,"Biryani, North Indian, Mughlai",Kalyan Nagar,Kalyan Nagar
1383,1383,Chick Blast,Quick Bites,3.3,6,400,No,No,Fast Food,Electronic City,Electronic City
1384,1384,Chick Inn,Quick Bites,3.8,99,300,Yes,No,Fast Food,Malleshwaram,Rajajinagar
1385,1385,Chick Inn 24x7,Quick Bites,3.6,86,450,No,No,Fast Food,Rajajinagar,Malleshwaram
1386,1386,Chicken Corner,Casual Dining,3.2,6,450,No,No,"North Indian, Chinese, Mughlai",Lavelle Road,Majestic
1387,1387,Chicken County,Casual Dining,3.8,136,650,No,No,"North Indian, Chinese",Lavelle Road,Majestic
1388,1388,Chicken County Grand,Casual Dining,3.9,319,650,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
1389,1389,Chicken County Restaurant,Casual Dining,3.5,10,400,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road
1390,1390,Chicken Dera,Quick Bites,3,25,400,No,No,"Mughlai, Kebab, Biryani",Bannerghatta Road,JP Nagar
1391,1391,Chicken Hunt,Quick Bites,3.5,88,350,Yes,No,"South Indian, North Indian, Chinese, Biryani",Banashankari,Banashankari
1392,1392,Chicken Magic,Quick Bites,3.6,214,300,Yes,No,"Chinese, North Indian",Koramangala 5th Block,BTM
1393,1393,Chicken Man,Kiosk,3.7,48,400,Yes,No,"Roast Chicken, Burger",Bellandur,Bellandur
1394,1394,Chicken Shawarma Hub,"Takeaway, Delivery",3.1,14,250,No,No,"Fast Food, Arabian, Beverages",Bellandur,Bellandur
1395,1395,Chickmate,Quick Bites,3.4,6,,No,No,Fast Food,Kalyan Nagar,Banaswadi
1396,1396,Chickpet Donne Biriyani Mane,Quick Bites,2.7,37,150,Yes,No,"Biryani, South Indian, Kebab",Kalyan Nagar,Nagawara
1397,1397,Chickpet Donne Biryani House,Casual Dining,3.7,80,600,Yes,No,"Biryani, South Indian, Fast Food",Brookefield,Marathahalli
1398,1398,Chickz N Cheez,Quick Bites,3.4,22,300,Yes,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar
1399,1399,Chikeys,Quick Bites,3,19,400,No,No,"Burger, Fast Food",Electronic City,Electronic City
1400,1400,Chikkanna Tiffin Room,Quick Bites,4.3,84,200,Yes,No,South Indian,Malleshwaram,Seshadripuram
1401,1401,Chikpet Donne Biriyani Corner,Quick Bites,3.2,7,400,Yes,No,"Biryani, Kebab",Malleshwaram,Basaveshwara Nagar
1402,1402,Chikpet Donne Biriyani House,Food Court,3.3,18,400,Yes,No,"Biryani, Kebab",Brookefield,Whitefield
1403,1403,Chikpet Donne Biryani House,Quick Bites,3.6,23,350,Yes,No,Biryani,Malleshwaram,Yeshwantpur
1404,1404,Chili's American Grill & Bar,Casual Dining,4.6,4955,1400,Yes,No,"American, Tex-Mex, Burger, BBQ, Mexican",Whitefield,Whitefield
